Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Unique ID
34,"GW Eaton, T Liu, MS Officer",Rethinking measures of mergers &acquisitions deal premiums,2021,Journal of Financial and Quantitative …,cambridge.org,https://www.cambridge.org/core/journals/journal-of-financial-and-quantitative-analysis/article/rethinking-measures-of-ma-deal-premiums/D7EA157BE0AB40FD8E1951185A57B527,"https://scholar.google.com/scholar?cites=5772905973013217328&as_sdt=2005&sciodt=0,5&hl=en",2,07/04/2024 15:23,,,,,,,,,34,11.33,11,3,3,"Many academic studies use fixed preannouncement event days (eg,-20,-42, or-63) to measure takeover premiums. In this paper, we show that the use of traditional fixed windows …",,"https://scholar.google.com/scholar?q=related:MAAvc2V7HVAJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5",72
65,"H Naffa, M Fain",Performance measurement of ESG-themed megatrend investments in global equity markets using pure factor portfolios methodology,2020,PloS One,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0244225,"https://scholar.google.com/scholar?cites=2915564785180420955&as_sdt=2005&sciodt=0,5&hl=en",1,07/04/2024 15:24,HTML,,,,,,,,65,16.25,33,2,4,"ESG factors are becoming mainstream in portfolio investment strategies, attracting increasing fund inflows from investors who are aligning their investment values to …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0244225,"https://scholar.google.com/scholar?q=related:WytRjLkqdigJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5",73
58,RN Killins,"Firm-specific, industry-specific and macroeconomic factors of life insurers' profitability: Evidence from Canada",2020,The North American Journal of Economics and Finance,Elsevier,https://www.sciencedirect.com/science/article/pii/S1062940819300713,"https://scholar.google.com/scholar?cites=2994754711930327214&as_sdt=2005&sciodt=0,5&hl=en",2,07/04/2024 15:24,,,,,,,,,58,14.5,58,1,4,"The purpose of this study is to examine the effects of firm-specific, industry-specific and macroeconomic factors on the performance of life insurance firms. This study focuses on the …",,"https://scholar.google.com/scholar?q=related:rtAIKouBjykJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5",74
29,"FÉ Racicot, WF Rentz, D Tessier, R Theoret",The conditional Fama-French model and endogenous illiquidity: A robust instrumental variables test,2019,PloS One,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0221599,"https://scholar.google.com/scholar?cites=4276313181526853753&as_sdt=2005&sciodt=0,5&hl=en",6,07/04/2024 15:24,HTML,,,,,,,,29,5.8,7,4,5,"We investigate conditional specifications of the five-factor Fama-French (FF) model, augmented with traditional illiquidity measures. The motivation for this time-varying …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0221599,"https://scholar.google.com/scholar?q=related:eYg6hS6EWDsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5",75
82,"F Baldi, A Pandimiglio",The role of ESG scoring and greenwashing risk in explaining the yields of green bonds: A conceptual framework and an econometric analysis,2022,Global Finance Journal,Elsevier,https://www.sciencedirect.com/science/article/pii/S1044028322000138,"https://scholar.google.com/scholar?cites=4561121343901527912&as_sdt=2005&sciodt=0,5&hl=en",1,07/04/2024 15:24,,,,,,,,,82,41.0,41,2,2,This article aims to investigate the factors that most influence the yields of public sector and corporate green bonds besides those conveyed by the conventional finance theory (eg …,https://cris.unibo.it/bitstream/11585/947074/3/Role_of_ESG_Scoring.pdf,"https://scholar.google.com/scholar?q=related:aO-zSLJbTD8J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5",76
10,"P Li, H Zhang, Y Yuan, A Hao",Time-varying impacts of carbon price drivers in the EU ETS: a TVP-VAR analysis,2021,Frontiers in Environmental Science,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fenvs.2021.651791/full,"https://scholar.google.com/scholar?cites=1289692153765620014&as_sdt=2005&sciodt=0,5&hl=en",2,07/04/2024 15:24,HTML,10.3389/fenvs.2021.651791,,,,,,,10,3.33,3,4,3,This study analyzes the impacts of different drivers on the pricing of EU carbon futures in various periods by using the time-varying parameter vector autoregressive (TVP-VAR) …,https://www.frontiersin.org/articles/10.3389/fenvs.2021.651791/full,"https://scholar.google.com/scholar?q=related:LunORi7o5REJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5",77
5,"A Ortolano, E Angelini",Green bonds capital returns: the impact of market and macroeconomic variables,2021,Contemporary Issues in Sustainable Finance,Springer,https://link.springer.com/chapter/10.1007/978-3-030-65133-6_4,"https://scholar.google.com/scholar?cites=10052406602924329087&as_sdt=2005&sciodt=0,5&hl=en",7,07/04/2024 15:24,,10.1007/978-3-030-65133-6_4,,,,,,,5,1.67,3,2,3,"This chapter is an investigation on the determinants of Green Bonds capital returns, with a focus on market and macroeconomic variables. These instruments are showing an …",,"https://scholar.google.com/scholar?q=related:f4gYoYtSgYsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5",78
148,"A Bellofatto, C D'Hondt, R De Winne",Subjective financial literacy and retail investors' behavior,2018,Journal of Banking & Finance,Elsevier,https://www.sciencedirect.com/science/article/pii/S0378426618300980,"https://scholar.google.com/scholar?cites=9283828388583390688&as_sdt=2005&sciodt=0,5&hl=en",1,07/04/2024 15:24,,,,,,,,,148,24.67,49,3,6,"This paper investigates the relationship between subjective financial literacy, ie self-reported by investors, and trading behavior. In particular, we use the level of financial knowledge and …",https://dial.uclouvain.be/pr/boreal/object/boreal%3A196459/datastream/PDF_01/view,"https://scholar.google.com/scholar?q=related:4D0zSbvI1oAJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5",79
49,"S Talwar, M Talwar, V Tarjanne…",Why retail investors traded equity during the pandemic? An application of artificial neural networks to examine behavioral biases,2021,Psychology & Marketing,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/mar.21550,"https://scholar.google.com/scholar?cites=12462445954173453259&as_sdt=2005&sciodt=0,5&hl=en",2,07/04/2024 15:24,,10.1002/mar.21550,,,,,,,49,16.33,12,4,3,"Behavioral biases are known to influence the investment decisions of retail investors. Indeed, extant research has revealed interesting findings in this regard. However, the …",https://onlinelibrary.wiley.com/doi/pdf/10.1002/mar.21550,"https://scholar.google.com/scholar?q=related:y0MDA5GA86wJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5",80
6,"O Corneille, R De Winne, C D'hondt",The disposition effect does not survive disclosure of expected price trends,2018,Journal of Behavioral and Experimental Finance,Elsevier,https://www.sciencedirect.com/science/article/pii/S2214635018301795,"https://scholar.google.com/scholar?cites=4315582665410418911&as_sdt=2005&sciodt=0,5&hl=en",3,07/04/2024 15:24,,,,,,,,,6,1.0,2,3,6,The disposition effect (DE) consists in investors' preference for realizing gains over losses. One DE account suggests that this bias stems from a belief in mean-reverting prices. This …,https://www.researchgate.net/profile/Catherine-Dhondt/publication/327393838_The_disposition_effect_does_not_survive_disclosure_of_expected_price_trends/links/5b8cf47192851c1e124413f5/The-disposition-effect-does-not-survive-disclosure-of-expected-price-trends.pdf,"https://scholar.google.com/scholar?q=related:3xifupEH5DsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5",81
23,"M Caramelli, EJ Carberry",Understanding employee preferences for investing in employer stock: evidence from F rance,2014,Human Resource Management Journal,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/1748-8583.12057,"https://scholar.google.com/scholar?cites=116447305574122013&as_sdt=2005&sciodt=0,5&hl=en",1,07/04/2024 15:25,,10.1111/1748-8583.12057,,,,,,,23,2.3,12,2,10,"In this article, we broaden the focus of existing research on employee stock purchase plans by analysing employee preferences for investing in employer stock as a construct distinct …",https://www.academia.edu/download/35969898/Caramelli_and_Carberry_2014_-_Employee_Preferences_for_Employer_Stock.pdf,"https://scholar.google.com/scholar?q=related:HQLMGzW0nQEJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5",82
20,"T Rapp, N Aubert",Bank employee incentives and stock purchase plans participation,2011,Journal of Financial Services Research,Springer,https://link.springer.com/article/10.1007/s10693-011-0104-0,"https://scholar.google.com/scholar?cites=11117383010874370050&as_sdt=2005&sciodt=0,5&hl=en",4,07/04/2024 15:25,,10.1007/s10693-011-0104-0,,,,,,,20,1.54,10,2,13,"We investigate which factors influence 44,649 employees' decision to invest in a top retail banking group in France. We have two objectives:(i) to explore factors associated with the …",https://shs.hal.science/halshs-01256781/document,"https://scholar.google.com/scholar?q=related:AighK_LgSJoJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5",83
20,"SD Toe, X Hollandts…",La «face cachée» de l'actionnariat salarié: Etude empirique sur l'indice SBF 120 (2000-2014),2017,Finance contrôle stratégie,journals.openedition.org,https://journals.openedition.org/fcs/1914,"https://scholar.google.com/scholar?cites=3491945982026146124&as_sdt=2005&sciodt=0,5&hl=en",5,07/04/2024 15:25,HTML,,,,,,,,20,2.86,7,3,7,L'actionnariat salarié se développe de manière inexorable et tend à faire des salariés des acteurs incontournables de la gouvernance des entreprises. Face à cette transformation …,https://journals.openedition.org/fcs/1914,"https://scholar.google.com/scholar?q=related:TGGFmV7idTAJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5",84
